,fire_name,discovery_month,putout_time,year
29934,SHEVLIN  0186,Jun,3,2015
29939,PEALED DOGWOOD 1,Apr,1,2004
29941,2015033,Oct,0,2015
29951,EVERETT CREEK,Aug,3,1998
29956,COW,Aug,0,1994
29957,TUCKER RIDGE,Mar,0,1999
29958,DINNEBITO WASH 1,Jul,1,2009
29959,PARK PLACE POLE LINE FIRE,Apr,0,2012
29963,SAND LAKE FIRE,Apr,0,2015
29965,06-12-PILLSBURY FIRE-1242,Sep,0,2010
29968,UNIT 3AB-03,Aug,1,2003
29969,BROKEN,Aug,2,1994
29974,RAN17386072,Mar,0,2014
29987,PAPOOSE,Jun,0,2004
29989,DOG,Jun,0,2015
29997,GUCKER HILL,Jan,0,2011
30021,STONEHAVEN,Jan,0,2006
30025,WEST LEAFLET,Dec,0,2003
30027,FLETCHER #6,Nov,0,1999
30029,ROSE,Sep,0,2011
30030,7069,Aug,1,2015
30032,105 FIRE,May,0,2007
30033,BIG RIDGE,Aug,1,2010
30034,POVERTY RIM,Jul,0,2010
30042,LINDEN - 452,Aug,0,2011
30047,30530,Mar,0,2009
30049,DETTER,Jan,0,2008
30054,CHEAMA,Mar,5,2004
30062,1.59202E+13,Feb,0,2015
30063,BUZZARD ROOST,Feb,0,2005
30064,15046,Oct,0,2015
30065,METEOR FIRE,Apr,0,2009
30076,67,Mar,0,2015
30079,TESNEZIAH,Apr,0,2000
30080,LONG,Jun,1,1994
30083,FY2012-MCINTOSH-006,Sep,0,2011
30090,TABLE,May,4,1993
30101,ELKINS CREEK #2,Nov,0,1998
30106,182,Dec,0,2015
30109,TRIPLE DIGIT FIRE,Jul,0,2011
30110,BOWERS FLAT,Jun,0,2000
30121,PEACHTREE,Jun,0,1998
30127,LOONEYATLER BRANCH,Oct,0,1998
30128,LYNX CREEK,Aug,1,2001
30129,CATHEDRAL PEAK,Aug,68,2003
30134,STEVENS CANYON RD  STEVEN,Jun,0,2010
30136,ML9,Apr,0,1993
30142,CRAZY,Jul,26,2002
30145,STRIFE,Sep,48,2008
30146,30071,Jan,0,2009
30147,JENKINS,May,1,2006
30153,EASTER 1,Apr,0,2010
30162,CEDAR CIRCLE,Jun,0,1999
30165,BECK ROAD,Dec,0,2011
30173,"845 ST IVES RD , AL",Feb,0,2011
30179,30331,Jul,0,2011
30181,SEA7037707,Jan,0,2014
30182,BUD TILLEY ROAD,Mar,0,2010
30209,LONG BRANCH,Mar,0,1999
30219,PICKY,Apr,0,2009
30228,COWBOY  (O4),Jun,0,2010
30233,PINNACLE ROCK FIRE,Aug,1,2012
30238,660081,Mar,0,2015
30244,CABIN,Aug,16,2015
30245,ROAD BRANCH,Feb,1,2011
30248,SINYALAK CREEK,Jul,33,2011
30251,CHESLEY LANE,Nov,0,2013
30253,BILLY,May,0,1993
30256,FY2000-GRADY-055,Feb,0,2000
30258,LAST DITCH,Nov,3,1999
30265,THOMAS SPRINGS,Jun,1,2012
30272,115 DRY LEAF,Dec,0,2010
30281,LYNN,Jul,13,2004
30283,POWDERHORN,Aug,1,2000
30292,FY2014-MONROE-014,Mar,0,2014
30298,DEO,May,0,1992
30309,REE,Nov,0,2002
30310,BROWNS,Apr,1,1992
30311,GOLDDIGGER,Jul,1,1997
30312,WINDY,Dec,0,2013
30314,MURPHY HOLLOW,Feb,0,2015
30315,COFER CEMETERY LANE,Nov,0,2015
30321,RATTLE,Oct,2,1999
30322,HARD WAY,Aug,0,2010
30331,YOLO,Aug,0,2015
30341,006 WEEKS,Mar,0,2004
30353,GREEN,Feb,3,2009
30365,96,Mar,0,2012
30372,BALES #08,Aug,0,1999
30377,ROSEBUD,Aug,5,2012
30382,COYOTE 2,Sep,1,1995
30385,PIZZA 3,Jun,0,2004
30386,LINDEN - 190,Jun,0,2011
30387,PVFD 3,Jun,0,2009
30388,FIRSTLK,Feb,1,1996
30389,SR 40 FIRE (64),May,0,2014
30390,BRIDGE,Jun,83,2009
30394,BEAN,Aug,10,1999
30398,MANN CAMP,Aug,3,2007
30401,4332 FERN VALLEY RD,Jul,0,2012
30402,WILDCAT,Jul,2,2009
30410,RIDGECREST,May,11,2008
30413,MEADOW LARK LN (67),Apr,0,2014
30416,BLUE JAY,Jul,5,2014
30419,R ROAD,Jul,4,2014
30420,INDUSTRIAL PARK,Apr,0,2014
30421,SMOKEY,Jun,0,2010
30422,9400 WEST 01,Oct,0,2009
30429,NEW MOON,Feb,0,2010
30444,2471,Nov,0,2015
30449,SILO HOLLOW,Aug,2,2010
30453,BEAVER LICK MOUNTAIN,Nov,0,1999
30456,EAST BOY RIVER,May,0,2014
30474,NELSON LAKE POINT,Sep,1,1995
30479,HOCKER,Aug,1,2006
30486,VALLEY STREAM,Mar,0,2014
30490,CULVERT,Apr,0,2010
30493,HOLLISTER RD  (32),Dec,0,2013
30495,JONES MOUNTAIN FIRE,Mar,0,2003
30497,GIBRALTER RAPPELLER,Jul,1,2003
30506,GRASSY,Mar,0,2001
30518,HORSESHOE,Apr,0,1997
30520,DUCHESS,Apr,0,2009
30521,A1302079,May,0,2002
30534,SMITH HOLLOW,Apr,0,2010
30535,FY2011-COFFEE-090,May,0,2011
30538,10352,Jul,0,2011
30541,CANDLE,Jun,0,2001
30542,40 - PINEY WOODS - 0163,Jun,1,2010
30544,CERRO ENCE,Sep,0,1999
30545,SAGECANYON,Aug,1,1999
30553,1230,Nov,0,2015
30554,4.32014E+12,Feb,0,2014
30560,FY2000-LONG-016,Jan,0,2000
30565,9131,Jul,0,2013
30574,TH0613,May,0,1996
30575,OATES,May,1,2002
30582,LAVERKINCL,Jun,0,1995
30583,UNNAMED FIRE 0925,Aug,0,2006
30586,TRAIL CRK,Jun,0,2003
30587,RADIO,Jul,0,2006
30590,HENDERSON - 211,Dec,0,2010
30592,BOYD,Jul,1,1998
30594,71,Mar,0,2015
30602,ROCK HOUSE,Jul,0,2012
30604,PK COMPLEX,Apr,25,2011
30607,FY2002-BULLOCH-130,Apr,0,2002
30617,WATERWAY,Apr,1,2010
30627,ARROW TWO,Jul,13,2012
30629,15596 OPHIR CREEK,Jun,90,2015
30633,WILEY,Jul,0,2010
30636,BLK-MESA01,Apr,1,1996
30645,8.52014E+12,Nov,0,2014
30656,T3R8,Aug,0,1993
30664,BIRCH LOG DECK,Sep,0,2006
30680,SHELL,Apr,0,2002
30682,FY2002-PIKE-037,Mar,0,2002
30685,MUZZLE FORK,Oct,0,2001
30686,MIDDLE DOLAN,Jul,7,2009
30689,16,Mar,0,2015
30690,FY2015-WAYNE-034,Feb,0,2015
30691,ST.PETER,Apr,0,1992
30696,"CUMBIE RD, AL",May,1,2011
30698,DUTCH COVE FIRE,Feb,0,2011
30705,ASH,Jun,1,2001
30706,MULCH PILE,Apr,0,2010
30709,JONES FIRE,Sep,0,2010
30713,ROCK VIEW,Apr,0,2005
30717,137 COMPLEX,Jun,0,2011
30718,65,Jul,0,2015
30719,10004,Jan,0,2009
30731,UNKNOWN,Jun,6,2013
30733,FY2002-BAKER-054,Apr,0,2002
30737,ROSSSPRING,Aug,0,2000
30741,RL221,Apr,0,2003
30744,EAST PINACLE,Apr,0,2013
30747,438,Apr,0,2004
30751,FY2001-FLOYD-072,Apr,0,2001
30752,FY2013-TOOMBS-045,Jun,0,2013
30758,HALFWAY CR,Jul,6,2000
30771,UPPER CANE CREEK,Apr,0,1996
30774,POWER,Sep,2,2009
30776,BEAVER LOG LAKES,Jun,101,2013
30780,KIMBALL M.,Jul,1,1994
30782,SHIRLEY CAMP (36),Nov,0,2014
30787,WHISKEY CREEK BRIDGE,Jun,1,2011
30789,LINDEN - 6065,Mar,0,2012
30791,CYPRESS BEND LANE/HWY 210E #1,Apr,1,2014
30801,BENDER,Aug,2,1994
30803,BLACK SMOKE,Mar,0,2012
30807,PANTHER PATH (64),Jun,0,2015
30810,LONE MOUNTAIN,Jul,26,1999
30815,SQUARE TOP,Jul,4,2001
30820,CHERRY,Jul,0,1999
30822,FY2011-EARLY-070,Jun,0,2011
30824,GRIND,Aug,27,2012
30828,EL GENERAL,Mar,0,2006
30830,JOHNSON FLAT,Aug,4,2009
30834,MORAGA,Jul,0,2000
30836,WASH OUT,Aug,0,2003
30843,REFUGE,Oct,1,2005
30866,NORKOK,Jul,1,2000
30881,SUMMIT 2,Jul,0,2009
30888,RANDALL CANYON,Aug,2,2009
30890,FY2013-SUMTER-043,Mar,0,2013
30891,FEATHER,Jan,0,2009
30908,HOPKINS,Feb,24,2008
30910,MIDDLE,Aug,4,2003
30912,MIDDLE,Aug,3,2003
30914,CHAMBERLIN FIRE,Sep,0,2015
30916,FY2012-COLQUITT-047,Feb,0,2012
30920,BEAR MOUNTAIN,Aug,28,2015
30928,BLACKHILLS,Aug,1,1995
30933,FRANCIS (55),Mar,0,2012
30939,GARFIELD,Jul,0,1993
30941,RAVEN,Aug,3,1994
30943,2.92015E+12,Feb,0,2015
30954,BURNTSIDE,Jul,2,2005
30956,SCARFACE,Jul,0,2009
30958,87,Mar,0,2015
30959,MILL FIRE,Jul,0,2015
30962,RL089,Apr,0,2005
30966,ROPER BAY FIELD,May,0,2010
30967,FY2012-MILLER-024,Mar,0,2012
30972,PROVIDENCE,Jul,0,2005
30975,THECAPTAIN,Jul,0,2004
30978,WHITEWATER 2,Aug,1,2006
30983,HOMESTEAD,Apr,0,2005
30989,FY2015-EFFINGHAM-007,Nov,0,2014
30994,MS1116,May,1,1998
31000,STICK,Jun,0,2004
31001,FY2012-HANCOCK-032,Feb,0,2012
31019,QUARTZ CREEK,Jul,0,2014
31047,30213,Mar,0,2003
31051,FY2013-BURKE-060,Apr,0,2013
31052,HORN 3,Apr,1,2001
31062,GOOD GUESS  (O5),Jun,0,2010
31067,OWENS,Apr,0,2009
31071,ODYSSEY LN.,Nov,0,2012
31073,DEER CREEK DAM,Aug,0,1997
31075,KING HILL,Aug,0,2003
31081,OVERWHICH FALLS,Jul,3,1996
31082,YELLOW MTN,Apr,1,2012
31084,7 MILE,Oct,0,2007
31092,BURNT GRASS FIRE,Dec,0,2014
31095,DEVILS POINT,Aug,44,2011
31103,602 MP 2,Apr,0,1992
31105,RED LAKE 009,Mar,0,2012
31117,FY2015-FRANKLIN-010,Apr,0,2015
31118,203 AVE #3,Feb,0,1994
31135,118TH (11),May,0,2014
31143,K.SIMON,Aug,0,1995
31145,FY2015-APPLING-017,Nov,0,2014
31146,CARY,Jun,1,2012
31149,TAB,Jun,4,1999
31156,ROCKY,May,0,2005
31166,ISLAND POND,Sep,9,2015
31172,KING,Nov,0,2005
31179,CELL TOWER FIRE,Sep,0,2014
31182,BORDER,Jul,1,2001
31187,UNKNOWN,Apr,0,2013
31190,SUNDAY,Aug,4,2002
31191,MILL,Aug,1,1995
31198,GOLD CREEK,Aug,9,1997
31208,FY2002-POLK-128,Mar,0,2002
31211,RICHFIELD,Jul,1,2014
31218,SHOGREN ROAD,Oct,0,2015
31222,BIG,Mar,0,2008
31224,LEFTHAND,Feb,0,2001
31228,TATLAWIKSUK RIVER,Jun,5,2013
31231,BULL ROCK,Jul,0,2008
31234,LORIN MEIDINGER,Jun,0,2013
31237,10460,Aug,0,2011
31238,WASH,Jun,1,2006
31242,MORELOS,Jun,2,2001
31248,NORVOLD,Jul,0,2006
31270,LICK CREEK WFU,Jul,68,2006
31273,BARBER,Jul,1,2006
31276,RL220,May,0,2007
31277,LITTLE BREED,Jul,0,2012
31280,BEIJA,Jul,0,2009
31281,CRIST NORTH,Jun,0,2011
31283,COURNOYER,Apr,0,2010
31290,MUD TANK,Jul,0,1998
31291,DOF PRARIE FIRE,Jun,9,2011
31293,RIVER,Feb,0,2006
31302,CARPET DUMP,Mar,0,1998
31305,RL036,Mar,0,2003
31317,BEAR CANYON RD 1,Jun,1,2012
31318,6175,Sep,0,2015
31322,16,May,1,1993
31326,TREASURE,Jun,0,2004
31333,BARNHILL,Jul,0,1999
31342,BAT VAN FIRE,Oct,0,2001
31345,FY2001-BRANTLEY-063,Jan,0,2001
31346,GHOST,May,0,2003
31348,SERVOSS,Jul,35,2010
31350,RED CREEK REC AREA 1,Dec,0,1999
31351,EARL,May,0,1998
31352,COUNTY ROAD,Apr,0,2015
31353,WF-18-2 MILE FIRE,Oct,0,2010
31354,TOLLHOUSE,Sep,0,2000
31356,60/MILL CREEK/1300,Dec,7,2010
31366,UNDERBURN,Apr,0,2000
31389,LANCE CANYON,Aug,27,2008
31392,FY2011-BLECKLEY-061,Mar,0,2011
31400,WILD HOG,Jul,1,1996
31401,TWIN HARBORS,Aug,0,2014
31402,COPCO,Jul,0,2015
31403,DUMPSITE3,Aug,0,1999
31405,BIG DRAW,Jul,0,2004
31414,TRAIL CK,Oct,0,1998
31416,8120,Oct,0,2015
31417,ROBINSON,Jun,0,1997
31423,GOAT,Aug,6,1998
31428,MLF EAST,Jul,2,1998
31430,LMU A3,Jul,2,2003
31437,CRUZ FIRE,Oct,0,2014
31440,SWEAT,Nov,0,2005
31443,RED LAKE 126,Mar,0,2012
31444,20286,Apr,0,2011
31450,NEW FIELD FIRE,Apr,0,2015
31453,22 MILE BR,Oct,1,2012
31456,82,Aug,0,2015
31460,9.32014E+12,Jan,0,2014
31461,LINDEN - 6322,Dec,0,2012
31467,RAILROAD,May,0,2006
31478,FY2001-BRANTLEY-006,Jul,0,2000
31480,SE35,Jan,0,2006
31482,RINEHEART,Jun,0,2009
31487,MIL8257904,Mar,0,2014
31493,8,Jan,0,2015
31499,ALEXANDER LAKE TOP,Oct,1,1999
31505,67,Mar,0,2015
31516,CARRIZO,Jun,0,2003
31517,RAYMOND MT,Sep,5,1994
31520,FY2001-TWIGGS-056,Feb,0,2001
31522,BARBWIRE,May,0,1993
31528,PLANTER,Apr,0,2014
31531,FY2014-PIKE-015,Apr,0,2014
31540,GLASS BOTTLE,Aug,0,2011
31541,HATCHRANCH,Jun,0,1999
31542,JORDAN RD,Mar,0,2009
31543,ZION,Aug,0,2003
31545,NEVADA LAKE,Jul,0,2009
31546,N FORK WILLOW CREEK,Oct,4,1996
31547,WHIRLWIND DRIVE,Mar,0,2010
31555,ABC MISCELLANEOUS,Sep,0,1999
31563,20183,Mar,0,2011
31564,CHILCHUKABENA LAKE,Jun,5,2013
31570,FY2011-HOUSTON-014,Jan,0,2011
31577,OLD SAWMILL FIRE,Mar,0,2012
31585,95TH STREET (42),Jul,3,2015
31590,BILL,Aug,0,2007
31592,KEYSTONE,Aug,0,2003
31593,TH1708,Apr,0,1995
31604,MM9 I84,Jul,0,2014
31605,PYRMID LAKE,Jul,2,2014
31606,OUT 2,Mar,0,1992
31615,RED MUD RIDGE RD.,Feb,0,2001
31618,TOKSOOK BAY DUMP,Jun,4,2014
31621,EMIDIO 3,Aug,0,1995
31628,TWIN MILLS,Jul,5,2005
31629,PINE,Aug,1,1995
31632,LOE,Jun,0,2011
31637,FY2001-WHITFIELD-013,Oct,0,2000
31649,FY2011-PICKENS-017,Mar,2,2011
31654,DUDE,Jun,0,1995
31668,QUARRY 2,Jul,1,2015
31669,HOFFMAN RD FIRE,Apr,0,2010
31671,TELEPHONE RIDGE,Sep,0,2011
31675,FY2014-DODGE-001,Oct,0,2013
31677,FY2012-WORTH-001,Jul,0,2011
31678,NAVAJOSPR,Jul,0,1995
31683,03-16-PITBULL-2011-07-0068          ,Jan,0,2011
31688,CUTTING TRASH,Jun,0,2010
31695,9047,Apr,0,2014
31696,HAMMER,Jun,1,2013
31705,QUEEN,Aug,21,2012
31709,FY2011-LONG-093,Apr,0,2011
31720,SYCAMORE#6,Aug,0,1993
31724,FY2001-BARTOW-048,Feb,0,2001
31729,ROUND,Sep,10,2003
31734,MANGUM,Jul,0,1997
31737,SAWMILLCOM,Jul,1,2000
31752,BARKER RIDGE RD,Apr,0,2007
31763,RAILROAD,Mar,0,1997
31770,6154,Jul,0,2013
31774,OLD FLAMES,Aug,0,2007
31777,FY2002-MITCHELL-121,Feb,0,2002
31782,WEBB 6/18 (08),Jun,0,2012
31794,RED HILL BRANCH,Jul,2,1998
31797,FY2000-BRANTLEY-054,Feb,0,2000
31800,MILLER 5,Oct,0,2015
31808,BOULDER BASIN II,Aug,14,2003
31815,SUGARBOWL,Aug,8,2007
31822,BIRCH CREEK,Jun,1,2013
31824,LEWIS LAKE 2,Apr,0,2003
31835,FY2015-MITCHELL-019,Apr,0,2015
31852,RAINBOW,Jul,0,2002
31856,PAUBA,Aug,3,1997
31857,COAL CREEK,Aug,7,2008
31866,PEACEFUL WAY,May,0,2011
31869,6006,Jan,0,2015
31886,UNKNOWN,May,0,2013
31891,NEW HOLLAND BAILER,Aug,0,2013
31895,POTLATCH,Jul,4,1994
31897,BROKEN BUMPER,Feb,1,2008
31910,GOBBLER,Aug,0,2011
31916,INDIAN,Jul,0,2000
31927,INDIAN CREEK,Nov,0,2001
31930,WILLIAMS RANCH (54),Jun,0,2011
31933,WNA 21,Aug,2,2000
31934,THREE RUN ROAD #1,Feb,0,2011
31945,ANNIE MOSES # 2,Jul,0,2007
31948,FY2011-MCINTOSH-076,May,0,2011
31953,A1302025,Apr,0,2002
31954,CO-OP,Nov,0,2005
31964,HOPEWELL CHURCH,Aug,0,2011
31983,FY2001-MONROE-034,Feb,0,2001
31985,ANGUS,Mar,0,2012
31993,WATERFORK,Sep,0,2000
31995,608,Nov,0,1995
32002,REDLANDS-,Jul,0,2009
32003,GOPHER,May,0,2013
32007,FY2012-HOUSTON-037,Jun,0,2012
32023,HILLY POND,Feb,1,2010
32024,MCQUEEN RD.,Feb,0,2010
32026,2.32015E+12,Feb,0,2015
32027,CAMPO,Jul,0,2006
32041,590,Mar,1,2007
32049,"CHESTER RD, AL",Mar,0,2011
32052,ELI 1ST,May,1,2002
32059,RL63,Apr,0,2002
32060,RAILROAD,Aug,0,1998
32062,BULL SPEINGS,Jul,0,2012
32064,MCKITTRICK 3,Oct,0,2011
32077,DOYLEFIELD,Jan,0,2006
32079,COATS 2,Oct,0,1999
32082,FY2000-LUMPKIN-092,Apr,0,2000
32085,RL60,Apr,0,1999
32086,GATORLO,Apr,0,2006
32087,WYE,Apr,0,1998
32094,TRACTOR,Jun,0,2000
32097,POTRERO,Feb,0,1999
32099,"ST HWY 140, AL",Apr,0,2011
32100,BAGLEY,May,4,2012
32105,EDGE,Apr,0,1995
32114,SEVENMILE CREEK FIRE,Jun,1,2000
32117,LONG 2,Apr,0,2004
32120,TISH TANG #6,Jun,1,2014
32124,COPELAND,Jul,2,2008
32131,RED DRESS,May,0,2010
32138,CHESTNUT,May,0,2005
32150,LAKOTA,Apr,0,2011
32151,WILSON INCIDENT,Jun,1,2000
32157,RETURN OF BULL RUN,Jul,0,2012
32161,WILLOW CREEK,Jun,0,2001
32170,PADDYS VALLEY,Jul,1,2008
32177,FT65,Jul,0,2004
32178,GRANT HS DIST,Apr,0,2014
32180,WABUSKA,Aug,0,2007
32182,RADIO TOWER #2,Mar,1,2014
32183,4WHEELER,Dec,0,2001
32186,REITZ FIRE,Apr,0,2013
32191,LITTLE LAKE GENEVA (10),Jan,6,2015
32192,POTAMUS,Aug,3,2008
32201,7010,Feb,0,2015
32203,WAGON,Dec,0,2006
32205,BARTON CREEK,Jul,1,2014
32210,POGO,Feb,0,2007
32215,RL 195,Apr,0,2015
32216,CARDBOARD,Nov,1,2008
32221,SCHOOLHOUSE,Aug,38,2013
32225,LNU RUMSEY,Jul,1,2005
32226,BLUE HILL,Apr,0,1993
32227,PEDRO RIDGE,Jul,1,1998
32228,ALICE2,Apr,0,2001
32229,FY2002-HARRIS-022,Nov,0,2001
32232,LIVINGSTON - 52,Feb,0,2009
32234,FY2003-EFFINGHAM-011,Aug,0,2002
32240,LITTLE BLACK,Apr,0,2015
32241,BRUCEVILLE SLAB,Nov,0,2012
32246,VANN RD,Sep,0,2012
32248,FY2013-HARALSON-062,Mar,0,2013
32249,MARINE ROAD,May,0,2005
32252,HARSHAW ,Jun,0,2011
32254,CROOKED TREE,Mar,2,2011
32255,SPRUCE,Mar,1,2002
32264,NORTH COPPEI,Sep,4,2001
32274,SPARROW,Jun,0,2000
32294,SHIPLER WFU,Jul,26,2008
32296,KITALITNA,May,25,2011
32299,SWIM HOLE,May,2,2008
32306,LINDEN - 6230,Sep,0,2012
32311,NEWARK ROAD,Apr,0,2015
32313,TWO TRY,Aug,0,2005
32317,BUFFALO 2,Jul,0,2000
32318,HOLDEN 1,Jun,1,2006
32319,IR#14-892,Jun,0,2014
32333,SAMANTHA,Jul,0,2011
32337,MUD CREEK,Aug,0,2010
32340,WANKSTER,Sep,0,2003
32341,PASTURE FIRE (10),Feb,0,2012
32342,WILDCAT MT,Mar,0,1994
32347,NAZARUK,Jul,3,2012
32349,QUEENS BRANCH,Apr,0,2010
32353,OVERLOOK,Jun,1,2014
32365,UNNAMED FIRE 0870,Jul,0,2006
32374,207 #1,May,0,1993
32376,BRIDGE RUN,Apr,0,1996
32391,BLANCO,Jul,0,2009
32423,TMBR LAKE2,Jul,0,1993
32427,204490,Sep,1,1992
32428,TWIN FIRE,Apr,0,2015
32432,POLLALIE,Sep,15,2006
32434,POLEY CREEK,Jul,0,1998
32436,ADAYA UWASV,Mar,0,2010
32446,ENDLESS BLACK,Aug,1,1998
32448,BEELINE,Jun,0,2001
32453,8.52015E+12,Jan,0,2015
32455,NASH,May,0,2010
32464,26/VENUS FIRE ,Apr,2,2011
32465,72 STREET,May,0,2002
32467,NOBLE CO. ASSIST,Oct,3,2008
32472,1500003,Feb,0,2015
32473,GOVER,Sep,0,2001
32474,I-270,Sep,0,2005
32477,TACO (09),Jun,0,2012
32491,K FACTOR,Feb,0,2006
32494,ROWLAND,Aug,1,2014
32500,MCLELLAN RD. 14,Feb,0,2014
32509,HOLLOW,Jul,0,2012
32514,OAK LEAF,Apr,0,2015
32516,HIDDEN,Aug,1,2000
32529,FOUND OUT #1,May,0,2007
32546,130434-10100-11142015-1417,Nov,0,2015
32559,MANSION,May,0,2004
32561,OCALA DOWNS(42),May,0,2013
32563,COYOTE SP,Jun,5,2000
32564,3.92014E+12,Mar,0,2014
32569,SAW MILL ROAD,May,0,2015
32574,SUNFLOWER,Aug,8,2009
32579,NDF 2,Jun,0,2001
32584,BIG TROYS,Oct,0,2003
32590,PEPPIN,Aug,1,2003
32591,LINDEN - 6017,Jan,0,2012
32594,LINDEN - 594,Sep,1,2011
32597,VOLCO RD (64),Apr,0,2015
32599,BROWNS HOLLOW,Apr,0,2011
32605,MUD CREEK,Apr,0,1996
32612,2014-615,Jun,0,2014
32613,999,Jan,1,2011
32620,FRANK L.,Jul,0,2000
32630,IRON,Aug,0,1993
32631,RL 149,Apr,0,2015
32632,LANDUSKY,Jul,3,2003
32633,WHI13476089,Mar,0,2014
32645,CROWNING,Jul,0,2012
32649,BOHAY,Mar,0,2010
32652,LIVINGSTON - 139,Apr,0,2010
32653,ROAD 54-3  (12),Apr,0,2012
32665,NORWEGIAN RD,May,0,2009
32666,LAKE IAMONIA (37),Jun,0,2012
32670,8.52014E+12,May,0,2014
32681,REEVES CANYON RD  REDWO 3,Aug,0,2015
32682,SCOTT,Jun,0,1996
32683,LINDEN - 393,Aug,0,2011
32684,FERN FALLS,Aug,45,1997
32697,PRATER,Oct,0,2010
32698,HWY 9 D FIRE,Sep,2,2015
32709,NORTH UTE FIRE,Jun,0,2006
32711,ECKLUND,Jun,12,2015
32717,HI LOW (47) ,Jun,0,2011
32720,BEUS,Jul,0,2005
32729,FLATTAIL CREEK,Aug,2,2014
32739,TLATL HILL,Jul,31,2005
32744,SEVEN,Sep,0,1993
32747,1324,Oct,0,2015
32748,REDROCK,Jul,0,1992
32758,CM,Nov,1,2012
32759,FM 735 FIRE,Dec,1,2010
32764,HILL TOP,Aug,0,2009
32765,ULUKSIAN CREEK,Jun,13,2007
32767,POWERLINE,Apr,0,1992
32768,MEADOW VIEW,Jul,0,2011
32769,499,Sep,0,2015
32771,587 ETHETE,Jan,0,2006
32773,3 TON,Nov,0,2006
32776,CAMERON,Jul,0,2009
32777,WEST,Mar,0,1992
32780,COLLEY FIRE,Oct,0,2010
32781,FY2012-DODGE-026,Oct,0,2011
32782,VISTA P0INT,Jun,1,1996
32783,FY2015-BRANTLEY-018,Feb,0,2015
32796,ROYAL,Aug,4,2015
32802,SE 71 TRAIL (63),Mar,0,2015
32804,030 LONGEST YARD,Apr,0,2011
32808,KOWENIA - 2,May,0,2008
32809,526,Oct,1,2005
32810,STATE 50,Jan,0,2006
32814,1500005,Jan,0,2015
32823,6051,Feb,0,2014
32829,CURTIS,Mar,0,2010
32840,VAN4628871,Feb,0,2014
32851,HWY 275 (07),Feb,0,2015
32854,FURY,Sep,0,2004
32856,LONG PRAIRIE,Aug,0,1999
32860,BEALE AFB GRASS VALLEY GA,Sep,0,2013
32873,FY2002-LUMPKIN-005,Nov,0,2001
32875,UNNAMED FIRE 0369,May,0,2006
32879,CLAY BASIN,Jul,2,2007
32880,SHINGLES - 130 BYPASS,Feb,0,2012
32884,BIG TIME,Jun,0,1998
32888,WEST,Jul,17,2013
32891,BORDER,Aug,0,1992
32895,HUTCHISON RD,Apr,1,2007
32901,7,Nov,0,2015
32906,OLD DOG,Aug,1,2012
32908,1.47201E+13,Mar,0,2014
32909,LOST PINE,Jul,1,2007
32910,PERRY,Feb,4,2006
32916,CJ ROBERTS RD (7),Jan,0,2013
32917,FOOTHILLS,Mar,3,2013
32920,FY2013-JEFFERSON-012,Nov,0,2012
32921,BAILEY,Dec,0,1993
32929,TANDEM LOT 2015 FIRE,Apr,2,2015
32930,HWY13 MM25,May,0,2002
32932,SLOVER,Jul,0,2006
32934,GRIMM CK,Jun,1,1999
32935,HUGHES CRE,Jul,1,1998
32948,FLETCHER ROAD,Feb,0,2011
32951,DITCH CREEK,Oct,1,2009
32953,LPGA STADIUM,Jul,0,2011
32961,7015,Feb,0,2014
32962,FY2015-TELFAIR-022,Jan,0,2015
32963,LIGHTNING STRIKE,Sep,1,2010
32968,10307,Oct,0,2010
32969,FY2011-PUTNAM-016,Feb,0,2011
32975,FY2014-BURKE-063,May,0,2014
32976,TULLOCK,May,0,1997
32978,FY2011-BROOKS-034,Feb,0,2011
32987,FY2002-TALBOT-028,Feb,0,2002
32999,161,Feb,0,2015
33006,POWERLINE,Apr,0,2002
33008,STATE 282,Mar,0,2006
33011,MCFARLAND RD TRASH BURN,Mar,0,2014
33018,4004,Mar,0,2013
33022,FY2012-GRADY-025,Mar,0,2012
33025,EAGLE CREEK,May,1,2012
33026,ANDERSON,Jan,0,2010
33027,3.92014E+12,Jan,0,2014
33032,FY2012-BARTOW-052,Jun,0,2012
33041,FY2013-SUMTER-025,Nov,0,2012
33057,YOUNGBEAR,Oct,0,2012
33063,CHAR,Aug,0,2011
33067,POODLE MTN,Sep,1,2001
33070,CALLAGHAN,Sep,3,1993
33071,BERGEN RANCH,Jul,0,2006
33076,BOB,Mar,0,2010
33086,CEMETARYII,Jul,0,1992
33100,TOWER II,May,36,1997
33104,072 WHEELING ROAD,Sep,0,2005
33105,OLD LIBERTY FIRE,Nov,0,2011
33106,HALL,Sep,0,1993
33109,RUMBLE CREEK,Aug,2,1999
33114,FY2015-BIBB-012,Mar,0,2015
33116,STOCKING,Apr,0,2014
33122,NORTH RED OAK,Oct,0,2015
33125,ENON LN,Nov,0,2010
33126,PINEY CREEK,Aug,1,2007
33130,BLUE MTN 2,Sep,0,2006
33142,GOOSEPOINT,Apr,0,2004
33146,GRAY FIRE,Mar,0,2010
33148,REEVESROAD,Jan,0,2006
33153,TITIAN FIRE,Aug,0,2015
33157,RL557,Nov,0,1999
33161,RANGE (21),Aug,1,2011
33170,015-023,Feb,0,2015
33180,ROCKY CANY,Aug,1,1999
33187,TIGHTEN UP,Feb,1,2011
33194,HIGH PLAINS 1,Aug,0,2011
